2024-09-24 16:32:23,491|parse_article_get_dy|line:233| processing article 39130209
2024-09-24 16:32:29,224|main|line:504| ==================================================2024-09-25 00:32==================================================
2024-09-24 16:32:29,225|main|line:516| https://t.bilibili.com/975751105778548758
2024-09-24 16:32:29,225|main|line:518| 已有
2024-09-24 16:32:29,225|main|line:516| https://t.bilibili.com/976968054708633681
2024-09-24 16:32:32,913|get_uid_oid|line:339| =========此为源动态=========
2024-09-24 16:32:34,617|get_son_lucky_dy|line:358| *********子动态开始*********
2024-09-24 16:32:34,617|get_son_lucky_dy|line:377| *********子动态结束*********
2024-09-24 16:32:34,618|main|line:534| -=-=-=-=处理回最初的动态-=-=-=-=
2024-09-24 16:32:45,006|to_repost|line:472| 转发成功 980786551195697155
2024-09-24 16:32:48,376|to_comment|line:491| 评论发送成功
2024-09-24 16:32:49,887|to_follow|line:421| 3546740875594396 === 已经关注了
2024-09-24 16:32:53,225|to_thumbsUp|line:500| 动态-点赞 0
2024-09-24 16:32:57,225|main|line:516| https://t.bilibili.com/976219420408938515
2024-09-24 16:33:01,658|get_uid_oid|line:334| =========此为子动态=========
2024-09-24 16:33:04,093|parse_origin_dy|line:397| *************原动态已存在***************
2024-09-24 16:33:05,776|get_son_lucky_dy|line:358| *********子动态开始*********
2024-09-24 16:33:54,981|get_son_lucky_dy|line:377| *********子动态结束*********
2024-09-24 16:33:54,982|main|line:534| -=-=-=-=处理回最初的动态-=-=-=-=
2024-09-24 16:34:03,538|to_repost|line:472| 转发成功 980786890532716545
2024-09-24 16:34:07,223|to_comment|line:491| 评论发送成功
2024-09-24 16:34:09,772|to_follow|line:421| 631208134 === 已经关注了
2024-09-24 16:34:13,213|to_thumbsUp|line:500| 动态-点赞 0
2024-09-24 16:34:14,214|main|line:516| https://t.bilibili.com/978041843786711059
2024-09-24 16:34:15,634|get_uid_oid|line:334| =========此为子动态=========
2024-09-24 16:34:17,116|parse_origin_dy|line:383| *************原动态处理开始***************
2024-09-24 16:34:23,111|to_repost|line:472| 转发成功 980786972120317957
2024-09-24 16:34:26,706|to_comment|line:491| 评论发送成功
2024-09-24 16:34:31,343|to_follow|line:421| 14636150 === 已经关注了
2024-09-24 16:34:34,794|to_thumbsUp|line:500| 动态-点赞 0
2024-09-24 16:34:34,795|parse_origin_dy|line:393| *************原动态处理完成***************
2024-09-24 16:34:39,495|get_son_lucky_dy|line:358| *********子动态开始*********
2024-09-24 16:34:49,187|to_repost|line:472| 转发成功 980787083768496146
2024-09-24 16:34:52,824|to_comment|line:491| 评论发送成功
2024-09-24 16:34:55,792|to_follow|line:421| 396808737 === 已经关注了
2024-09-24 16:34:55,792|get_son_lucky_dy|line:372| ----完成一个子动态----
2024-09-24 16:34:55,793|get_son_lucky_dy|line:377| *********子动态结束*********
2024-09-24 16:34:59,793|main|line:516| https://t.bilibili.com/971685287896809478
2024-09-24 16:34:59,794|main|line:518| 已有
2024-09-24 16:34:59,794|main|line:516| https://t.bilibili.com/975817836931842072
2024-09-24 16:34:59,794|main|line:518| 已有
2024-09-24 16:34:59,794|main|line:516| https://t.bilibili.com/969801725689987143
2024-09-24 16:35:02,219|get_uid_oid|line:334| =========此为子动态=========
2024-09-24 16:35:05,711|parse_origin_dy|line:397| *************原动态已存在***************
2024-09-24 16:35:10,401|get_son_lucky_dy|line:358| *********子动态开始*********
2024-09-24 16:35:21,976|to_repost|line:472| 转发成功 980787225559040018
2024-09-24 16:35:25,847|to_comment|line:491| 评论发送成功
2024-09-24 16:35:36,427|to_follow|line:433| 关注 ==== 3546390160476512 0
