2024-09-17 04:55:30,541|parse_article_get_dy|line:231| processing article 38798437
2024-09-17 04:55:35,644|main|line:502| ==================================================2024-09-17 12:55==================================================
2024-09-17 04:55:35,644|main|line:514| https://t.bilibili.com/970633557776007220
2024-09-17 04:55:39,432|get_uid_oid|line:337| =========此为源动态=========
2024-09-17 04:55:44,229|get_son_lucky_dy|line:356| *********子动态开始*********
2024-09-17 04:55:44,230|get_son_lucky_dy|line:375| *********子动态结束*********
2024-09-17 04:55:44,230|main|line:532| -=-=-=-=处理回最初的动态-=-=-=-=
2024-09-17 04:55:53,083|to_repost|line:470| 转发成功 978009373827661847
2024-09-17 04:55:56,693|to_comment|line:489| 评论发送成功
2024-09-17 04:56:03,682|to_follow|line:419| 485213685 === 已经关注了
2024-09-17 04:56:07,158|to_thumbsUp|line:498| 动态-点赞 0
2024-09-17 04:56:09,158|main|line:514| https://t.bilibili.com/976204323627204609
2024-09-17 04:56:09,159|main|line:516| 已有
2024-09-17 04:56:09,159|main|line:514| https://t.bilibili.com/974354120452341763
2024-09-17 04:56:13,807|get_uid_oid|line:337| =========此为源动态=========
2024-09-17 04:56:16,418|get_son_lucky_dy|line:356| *********子动态开始*********
2024-09-17 04:56:16,418|get_son_lucky_dy|line:375| *********子动态结束*********
2024-09-17 04:56:16,418|main|line:532| -=-=-=-=处理回最初的动态-=-=-=-=
2024-09-17 04:56:23,687|to_repost|line:470| 转发成功 978009506946482199
2024-09-17 04:56:27,499|to_comment|line:489| 评论发送成功
2024-09-17 04:56:29,126|main|line:543| not all arguments converted during string formatting
2024-09-17 04:56:29,126|main|line:544| error line:537
2024-09-17 04:56:33,127|main|line:514| https://t.bilibili.com/975460684400689189
2024-09-17 04:56:35,625|get_uid_oid|line:337| =========此为源动态=========
2024-09-17 04:56:37,456|get_son_lucky_dy|line:356| *********子动态开始*********
2024-09-17 04:56:37,457|get_son_lucky_dy|line:375| *********子动态结束*********
2024-09-17 04:56:37,457|main|line:532| -=-=-=-=处理回最初的动态-=-=-=-=
